hotel,is_canceled,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,reservation_status,reservation_status_date,room_status,guest_type
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,27-10-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,D,Check-Out,27-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,December,1,0,0,PRT,A,E,Check-Out,04-12-2015,Un-Desired,Singal
Resort Hotel,0,2016,January,1,0,0,PRT,A,D,Check-Out,27-01-2016,Un-Desired,Singal
Resort Hotel,0,2016,March,1,0,0,PRT,A,A,Check-Out,19-03-2016,Desired,Singal
Resort Hotel,0,2016,March,1,1,0,PRT,A,A,Check-Out,24-03-2016,Desired,Family
Resort Hotel,0,2016,June,1,0,0,PRT,D,D,Check-Out,14-06-2016,Desired,Singal
Resort Hotel,0,2016,July,2,0,0,PRT,A,E,Check-Out,13-07-2016,Un-Desired,Couples
Resort Hotel,0,2016,October,1,0,0,PRT,A,A,Check-Out,29-10-2016,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,27-10-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,27-10-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,GBR,E,E,Check-Out,27-10-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,27-10-2015,Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,27-10-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,PRT,A,D,Check-Out,27-10-2015,Un-Desired,Couples
Resort Hotel,0,2015,October,2,0,0,FRA,A,D,Check-Out,28-10-2015,Un-Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,28-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,POL,A,A,Check-Out,28-10-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,28-10-2015,Desired,Singal
Resort Hotel,0,2017,January,1,0,0,PRT,A,A,Check-Out,12-01-2017,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,FRA,A,A,Check-Out,28-10-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,28-10-2015,Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,28-10-2015,Desired,Singal
Resort Hotel,0,2017,February,1,0,0,PRT,A,A,Check-Out,23-02-2017,Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,28-10-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,27-11-2015,Desired,Singal
Resort Hotel,0,2015,December,2,0,0,PRT,D,D,Check-Out,22-12-2015,Desired,Couples
Resort Hotel,0,2016,January,2,0,0,PRT,A,D,Check-Out,21-01-2016,Un-Desired,Couples
Resort Hotel,0,2016,February,1,0,0,PRT,A,D,Check-Out,05-02-2016,Un-Desired,Singal
Resort Hotel,0,2016,March,2,0,0,PRT,A,D,Check-Out,04-03-2016,Un-Desired,Couples
Resort Hotel,0,2016,April,1,0,0,PRT,A,D,Check-Out,07-04-2016,Un-Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,28-10-2015,Desired,Singal
Resort Hotel,0,2016,January,1,0,0,PRT,A,A,Check-Out,22-01-2016,Desired,Singal
Resort Hotel,0,2017,February,1,0,0,PRT,A,B,Check-Out,23-02-2017,Un-Desired,Singal
Resort Hotel,0,2015,October,2,0,0,IRL,D,D,Check-Out,28-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,1,0,FRA,C,H,Check-Out,28-10-2015,Un-Desired,Family
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,28-10-2015,Desired,Singal
Resort Hotel,1,2015,November,1,0,0,PRT,A,A,No-Show,01-11-2015,Desired,Singal
Resort Hotel,0,2016,April,1,0,0,PRT,A,D,Check-Out,08-04-2016,Un-Desired,Singal
Resort Hotel,0,2015,October,2,0,0,ESP,A,A,Check-Out,28-10-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,D,Check-Out,28-10-2015,Un-Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,D,Check-Out,28-10-2015,Un-Desired,Singal
Resort Hotel,0,2016,April,1,0,0,PRT,A,A,Check-Out,27-04-2016,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,IRL,A,D,Check-Out,29-10-2015,Un-Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,A,A,Check-Out,29-10-2015,Desired,Couples
Resort Hotel,0,2015,October,3,0,0,GBR,D,D,Check-Out,29-10-2015,Desired,Family
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,29-10-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,11-11-2015,Desired,Singal
Resort Hotel,0,2015,December,1,0,0,PRT,A,A,Check-Out,23-12-2015,Desired,Singal
Resort Hotel,0,2016,September,1,0,0,PRT,A,A,Check-Out,15-09-2016,Desired,Singal
Resort Hotel,0,2016,November,1,0,0,PRT,A,C,Check-Out,04-11-2016,Un-Desired,Singal
Resort Hotel,0,2017,March,1,0,0,PRT,A,B,Check-Out,17-03-2017,Un-Desired,Singal
Resort Hotel,0,2015,October,2,1,0,GBR,A,F,Check-Out,29-10-2015,Un-Desired,Family
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,29-10-2015,Desired,Singal
Resort Hotel,1,2016,February,1,0,0,PRT,A,D,Canceled,02-02-2016,Un-Desired,Singal
Resort Hotel,0,2016,March,1,0,0,PRT,A,D,Check-Out,02-03-2016,Un-Desired,Singal
Resort Hotel,0,2015,October,2,0,0,GBR,A,A,Check-Out,29-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,A,A,Check-Out,29-10-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,29-10-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,29-10-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,AUS,A,A,Check-Out,29-10-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,GBR,D,D,Check-Out,29-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,1,GBR,A,A,Check-Out,29-10-2015,Desired,Family
Resort Hotel,1,2015,November,2,0,0,PRT,A,A,Canceled,29-10-2015,Desired,Couples
Resort Hotel,1,2015,November,2,0,0,PRT,A,A,Canceled,29-10-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,30-10-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,26-11-2015,Desired,Singal
Resort Hotel,0,2015,December,1,0,0,PRT,A,A,Check-Out,11-12-2015,Desired,Singal
Resort Hotel,0,2015,December,1,0,0,PRT,A,D,Check-Out,23-12-2015,Un-Desired,Singal
Resort Hotel,0,2016,January,1,0,0,PRT,A,E,Check-Out,19-01-2016,Un-Desired,Singal
Resort Hotel,0,2016,May,1,0,0,PRT,A,A,Check-Out,25-05-2016,Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,30-10-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,05-11-2015,Desired,Singal
Resort Hotel,1,2015,November,1,0,0,PRT,A,F,Canceled,11-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,F,Check-Out,13-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,F,Check-Out,27-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,01-12-2015,Desired,Singal
Resort Hotel,0,2015,December,1,0,0,PRT,A,D,Check-Out,17-12-2015,Un-Desired,Singal
Resort Hotel,0,2015,December,1,0,0,PRT,A,A,Check-Out,29-12-2015,Desired,Singal
Resort Hotel,0,2016,January,1,0,0,PRT,A,D,Check-Out,22-01-2016,Un-Desired,Singal
Resort Hotel,0,2016,February,1,0,0,PRT,A,A,Check-Out,04-02-2016,Desired,Singal
Resort Hotel,0,2016,February,1,0,0,PRT,A,D,Check-Out,11-02-2016,Un-Desired,Singal
Resort Hotel,0,2016,February,1,0,0,PRT,A,D,Check-Out,24-02-2016,Un-Desired,Singal
Resort Hotel,0,2016,March,1,0,0,PRT,A,A,Check-Out,16-03-2016,Desired,Singal
Resort Hotel,0,2016,March,1,0,0,PRT,A,D,Check-Out,23-03-2016,Un-Desired,Singal
Resort Hotel,0,2016,April,1,0,0,PRT,A,D,Check-Out,08-04-2016,Un-Desired,Singal
Resort Hotel,0,2016,April,1,0,0,PRT,A,B,Check-Out,14-04-2016,Un-Desired,Singal
Resort Hotel,0,2016,April,1,0,0,PRT,A,A,Check-Out,22-04-2016,Desired,Singal
Resort Hotel,0,2016,May,1,0,0,PRT,A,A,Check-Out,05-05-2016,Desired,Singal
Resort Hotel,0,2016,May,1,0,0,PRT,A,A,Check-Out,02-06-2016,Desired,Singal
Resort Hotel,0,2016,June,1,0,0,PRT,A,C,Check-Out,30-06-2016,Un-Desired,Singal
Resort Hotel,0,2016,August,1,0,0,PRT,A,A,Check-Out,04-08-2016,Desired,Singal
Resort Hotel,0,2016,October,1,0,0,PRT,A,F,Check-Out,27-10-2016,Un-Desired,Singal
Resort Hotel,0,2016,November,1,0,0,PRT,A,D,Check-Out,25-11-2016,Un-Desired,Singal
Resort Hotel,0,2016,December,1,0,0,PRT,A,D,Check-Out,29-12-2016,Un-Desired,Singal
Resort Hotel,0,2017,January,1,0,0,PRT,A,D,Check-Out,12-01-2017,Un-Desired,Singal
Resort Hotel,0,2017,January,1,0,0,PRT,A,D,Check-Out,01-02-2017,Un-Desired,Singal
Resort Hotel,0,2017,April,1,0,0,PRT,A,F,Check-Out,12-04-2017,Un-Desired,Singal
Resort Hotel,0,2017,June,1,0,0,PRT,A,A,Check-Out,02-06-2017,Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,30-10-2015,Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,30-10-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,CHE,A,A,Check-Out,30-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,ESP,D,D,Check-Out,30-10-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,D,Check-Out,30-10-2015,Un-Desired,Singal
Resort Hotel,0,2016,March,1,0,0,PRT,A,D,Check-Out,03-03-2016,Un-Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,D,Check-Out,30-10-2015,Un-Desired,Singal
Resort Hotel,0,2015,October,2,0,0,FRA,A,A,Check-Out,30-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,30-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,FRA,A,A,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,ESP,D,D,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,IRL,A,A,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,IRL,A,A,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,2,0,IRL,G,G,Check-Out,31-10-2015,Desired,Family
Resort Hotel,0,2015,October,2,0,0,GBR,E,E,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,D,D,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,A,A,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,IRL,A,A,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,0,2015,October,2,2,0,GBR,C,G,Check-Out,31-10-2015,Un-Desired,Family
Resort Hotel,0,2015,October,2,0,0,GBR,A,F,Check-Out,31-10-2015,Un-Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,F,F,Check-Out,31-10-2015,Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,F,F,Check-Out,31-10-2015,Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,D,D,Check-Out,31-10-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,PRT,D,D,Check-Out,31-10-2015,Desired,Couples
Resort Hotel,1,2015,October,2,0,0,PRT,A,A,Canceled,31-10-2015,Desired,Couples
Resort Hotel,0,2016,October,2,0,0,PRT,A,A,Check-Out,01-11-2016,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,A,E,Check-Out,01-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,GBR,A,D,Check-Out,01-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,E,Check-Out,01-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,October,1,0,0,PRT,A,E,Check-Out,01-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,01-11-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,CHE,A,D,Check-Out,01-11-2015,Un-Desired,Couples
Resort Hotel,0,2016,October,2,0,0,PRT,A,H,Check-Out,30-10-2016,Un-Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,01-11-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,PRT,A,D,Check-Out,01-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,October,2,0,0,ESP,D,D,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,1,0,0,PRT,A,A,Check-Out,01-11-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,1,0,GBR,D,D,Check-Out,01-11-2015,Desired,Family
Resort Hotel,0,2015,October,2,0,0,GBR,A,A,Check-Out,01-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,D,Check-Out,01-11-2015,Un-Desired,Couples
Resort Hotel,0,2016,February,2,0,0,PRT,A,D,Check-Out,15-02-2016,Un-Desired,Couples
Resort Hotel,1,2015,November,1,0,0,PRT,A,A,No-Show,01-11-2015,Desired,Singal
Resort Hotel,0,2016,November,1,0,0,PRT,A,A,Check-Out,18-11-2016,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,NLD,E,E,Check-Out,02-11-2015,Desired,Couples
Resort Hotel,0,2016,September,2,0,0,NLD,E,E,Check-Out,01-10-2016,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,ESP,E,E,Check-Out,02-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,ESP,A,D,Check-Out,02-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,October,2,1,0,ESP,C,C,Check-Out,02-11-2015,Desired,Family
Resort Hotel,0,2015,November,2,0,0,ESP,E,E,Check-Out,02-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,PRT,A,A,Check-Out,02-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,A,D,Check-Out,02-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,October,2,0,0,NLD,A,A,Check-Out,02-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,1,0,FIN,H,G,Check-Out,03-11-2015,Un-Desired,Family
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,03-11-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,GBR,E,E,Check-Out,03-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,NLD,A,D,Check-Out,03-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,1,0,0,NLD,D,D,Check-Out,04-11-2015,Desired,Singal
Resort Hotel,0,2015,November,2,0,0,NLD,D,D,Check-Out,04-11-2015,Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,04-11-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,04-11-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,D,Check-Out,04-11-2015,Un-Desired,Singal
Resort Hotel,0,2016,January,1,0,0,PRT,A,D,Check-Out,20-01-2016,Un-Desired,Singal
Resort Hotel,0,2015,November,2,0,0,PRT,A,D,Check-Out,04-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,04-11-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,05-11-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,D,Check-Out,05-11-2015,Un-Desired,Singal
Resort Hotel,0,2016,January,1,0,0,PRT,A,D,Check-Out,07-01-2016,Un-Desired,Singal
Resort Hotel,0,2016,February,1,0,0,PRT,A,D,Check-Out,11-02-2016,Un-Desired,Singal
Resort Hotel,0,2016,March,2,0,0,PRT,A,A,Check-Out,06-03-2016,Desired,Couples
Resort Hotel,0,2016,March,1,0,0,PRT,A,A,Check-Out,10-03-2016,Desired,Singal
Resort Hotel,0,2016,May,1,0,0,PRT,A,A,Check-Out,05-05-2016,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,SWE,D,D,Check-Out,05-11-2015,Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,A,D,Check-Out,06-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,D,Check-Out,06-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,D,Check-Out,06-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,2,0,0,PRT,A,A,Check-Out,05-11-2015,Desired,Couples
Resort Hotel,0,2016,February,1,0,0,PRT,A,D,Check-Out,12-02-2016,Un-Desired,Singal
Resort Hotel,0,2016,October,1,0,0,PRT,A,E,Check-Out,27-10-2016,Un-Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,D,Check-Out,05-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,05-11-2015,Desired,Singal
Resort Hotel,0,2017,January,1,0,0,PRT,A,D,Check-Out,01-02-2017,Un-Desired,Singal
Resort Hotel,0,2015,November,2,0,0,DEU,D,D,Check-Out,05-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,A,D,Check-Out,05-11-2015,Un-Desired,Couples
Resort Hotel,0,2017,April,2,0,0,PRT,A,A,Check-Out,19-04-2017,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,D,D,Check-Out,05-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,BEL,D,D,Check-Out,05-11-2015,Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,05-11-2015,Desired,Singal
Resort Hotel,0,2017,January,1,0,0,PRT,A,A,Check-Out,01-02-2017,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,E,E,Check-Out,06-11-2015,Desired,Singal
Resort Hotel,0,2015,November,2,0,0,PRT,D,D,Check-Out,06-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,A,A,Check-Out,06-11-2015,Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,06-11-2015,Desired,Singal
Resort Hotel,0,2015,November,2,0,0,BEL,A,A,Check-Out,06-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,BEL,A,D,Check-Out,06-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,1,0,0,FRA,F,F,Check-Out,06-11-2015,Desired,Singal
Resort Hotel,0,2015,November,2,0,0,IRL,D,D,Check-Out,07-11-2015,Desired,Couples
Resort Hotel,0,2015,November,1,0,0,ESP,A,A,Check-Out,07-11-2015,Desired,Singal
Resort Hotel,0,2015,October,2,0,0,BEL,A,A,Check-Out,07-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,ESP,D,D,Check-Out,07-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,ESP,D,D,Check-Out,15-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,AUT,A,A,Check-Out,07-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,FRA,A,A,Check-Out,07-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,FRA,A,A,Check-Out,07-11-2015,Desired,Couples
Resort Hotel,0,2015,October,2,0,0,SWE,D,D,Check-Out,07-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,A,D,Check-Out,07-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,NOR,D,D,Check-Out,07-11-2015,Desired,Couples
Resort Hotel,0,2016,November,2,0,0,NOR,D,D,Check-Out,05-11-2016,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,GBR,D,D,Check-Out,07-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,A,D,Check-Out,07-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,GBR,D,D,Check-Out,08-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,ESP,A,D,Check-Out,08-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,A,D,Check-Out,08-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,D,D,Check-Out,08-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,ESP,D,D,Check-Out,08-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,ESP,A,A,Check-Out,08-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,GBR,A,D,Check-Out,08-11-2015,Un-Desired,Couples
Resort Hotel,0,2016,November,2,0,0,GBR,D,D,Check-Out,20-11-2016,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,ESP,A,D,Check-Out,08-11-2015,Un-Desired,Couples
Resort Hotel,0,2016,December,2,2,0,ESP,G,G,Check-Out,04-12-2016,Desired,Family
Resort Hotel,0,2015,November,2,0,0,PRT,A,A,Check-Out,08-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,IRL,D,D,Check-Out,08-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,A,D,Check-Out,08-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,IRL,A,A,Check-Out,08-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,1,0,PRT,A,C,Check-Out,08-11-2015,Un-Desired,Family
Resort Hotel,0,2015,November,2,0,0,GBR,A,D,Check-Out,08-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,08-11-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,08-11-2015,Desired,Singal
Resort Hotel,0,2015,November,2,0,0,PRT,A,A,Check-Out,08-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,D,D,Check-Out,08-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,POL,A,D,Check-Out,09-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,3,0,0,POL,A,D,Check-Out,09-11-2015,Un-Desired,Family
Resort Hotel,0,2015,November,2,0,0,POL,A,D,Check-Out,09-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,GBR,E,E,Check-Out,09-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,D,D,Check-Out,09-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,GBR,E,E,Check-Out,09-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,DEU,A,A,Check-Out,09-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,ESP,A,D,Check-Out,09-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,ESP,A,D,Check-Out,09-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,POL,D,D,Check-Out,09-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,A,A,Check-Out,09-11-2015,Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,A,A,Check-Out,10-11-2015,Desired,Singal
Resort Hotel,0,2015,November,2,0,0,ESP,A,D,Check-Out,10-11-2015,Un-Desired,Couples
Resort Hotel,1,2015,November,2,0,0,PRT,A,A,Canceled,10-11-2015,Desired,Couples
Resort Hotel,1,2015,November,2,0,0,PRT,A,A,Canceled,10-11-2015,Desired,Couples
Resort Hotel,1,2015,November,2,0,0,PRT,A,A,Canceled,10-11-2015,Desired,Couples
Resort Hotel,1,2015,November,2,0,0,PRT,A,A,Canceled,10-11-2015,Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,A,D,Check-Out,11-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,2,0,0,CN,D,D,Check-Out,11-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,FRA,F,F,Check-Out,11-11-2015,Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,A,D,Check-Out,11-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,E,F,Check-Out,11-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,1,0,0,NLD,D,D,Check-Out,11-11-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,D,D,Check-Out,12-11-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,C,C,Check-Out,12-11-2015,Desired,Singal
Resort Hotel,0,2015,November,1,0,0,PRT,D,E,Check-Out,12-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,2,0,0,NLD,A,D,Check-Out,12-11-2015,Un-Desired,Couples
Resort Hotel,0,2015,November,2,0,0,PRT,D,D,Check-Out,12-11-2015,Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,F,F,Check-Out,12-11-2015,Desired,Singal
Resort Hotel,0,2015,November,2,0,0,LTU,D,D,Check-Out,12-11-2015,Desired,Couples
Resort Hotel,0,2015,November,1,0,0,PRT,A,E,Check-Out,13-11-2015,Un-Desired,Singal
Resort Hotel,0,2015,November,2,0,0,GBR,D,D,Check-Out,13-11-2015,Desired,Couples
